,Name,Full Ticker,Ticker,P/E Ratio,sector,industry,ticker
275,CK Infrastructure Holdings Limited,SEHK:1038,1038,15.2575,Utilities,Utilities—Regulated Electric,1038
276,Million Hope Industries Holdings Limited,SEHK:1897,1897,12.1394,Industrials,Building Products & Equipment,1897
277,iShares Asia Trust - iShares Core Hang Seng Index ETF,SEHK:9115,9115,,,,9115
278,iShares Asia Trust - iShares Core Hang Seng Index ETF,SEHK:3115,3115,,,,3115
279,iShares Asia Trust - iShares Core Hang Seng Index ETF,SEHK:83115,83115,,,,83115
280,Consun Pharmaceutical Group Limited,SEHK:1681,1681,54.1321,Healthcare,Drug Manufacturers—Specialty & Generic,1681
281,Raymond Industrial Limited,SEHK:229,229,9.3164,Technology,Consumer Electronics,229
282,Kerry Properties Limited,SEHK:683,683,8.386000000000001,Real Estate,Real Estate—Development,683
283,"DYNAM JAPAN HOLDINGS Co., Ltd.",SEHK:6889,6889,17.4306,Consumer Cyclical,Gambling,6889
284,GDH Guangnan (Holdings) Limited,SEHK:1203,1203,9.6277,Basic Materials,Steel,1203
285,Hi-Level Technology Holdings Limited,SEHK:8113,8113,13.0204,Technology,Electronic Components,8113
286,COSCO SHIPPING Ports Limited,SEHK:1199,1199,7.2038,Industrials,Marine Shipping,1199
287,Sands China Ltd.,SEHK:1928,1928,-24.7648,Consumer Cyclical,Resorts & Casinos,1928
288,Television Broadcasts Limited,SEHK:511,511,-5.0715,Communication Services,Broadcasting,511
289,"Bank of Zhengzhou Co., Ltd.",SEHK:6196,6196,10.4367,Financial Services,Banks—Regional,6196
290,Henderson Land Development Company Limited,SEHK:12,12,13.5652,,Type,12
291,K & P International Holdings Limited,SEHK:675,675,8.0837,Technology,Electronic Components,675
292,Ming Fai International Holdings Limited,SEHK:3828,3828,5.1137,Consumer Defensive,Household & Personal Products,3828
293,Dah Sing Financial Holdings Limited,SEHK:440,440,5.8603,Financial Services,Banks—Regional,440
294,New World Development Company Limited,SEHK:17,17,94.9557,,Type,17
295,Get Nice Financial Group Limited,SEHK:1469,1469,15.2409,Financial Services,Capital Markets,1469
296,CNT Group Limited,SEHK:701,701,-2.6919999999999997,Basic Materials,Specialty Chemicals,701
297,Ka Shui International Holdings Limited,SEHK:822,822,4.1387,Industrials,Metal Fabrication,822
298,Shanghai Industrial Urban Development Group Limited,SEHK:563,563,8.7258,Real Estate,Real Estate—Development,563
299,Beijing Enterprises Water Group Limited,SEHK:371,371,7.1446,Utilities,Utilities—Regulated Water,371
300,Dongfeng Motor Group Company Limited,SEHK:489,489,7.2434,Consumer Cyclical,Auto Manufacturers,489
301,Tai Sang Land Development Limited,SEHK:89,89,10.8167,,,89
302,Hutchison Telecommunications Hong Kong Holdings Limited,SEHK:215,215,16.6863,Communication Services,Telecom Services,215
303,New China Life Insurance Company Ltd.,SEHK:1336,1336,10.378,Financial Services,Insurance—Life,1336
304,China Overseas Land & Investment Limited,SEHK:688,688,4.4863,Real Estate,Real Estate—Development,688
305,Chong Hing Bank Limited,SEHK:1111,1111,6.2601,Financial Services,Banks—Regional,1111
306,Guorui Properties Limited,SEHK:2329,2329,5.3748,Real Estate,Real Estate—Development,2329
307,Swire Pacific Limited,SEHK:87,87,-11.9859,,,87
308,Sino-Ocean Group Holding Limited,SEHK:3377,3377,5.3401,Real Estate,Real Estate—Development,3377
309,Capinfo Company Limited,SEHK:1075,1075,8.0233,Technology,Information Technology Services,1075
310,K. Wah International Holdings Limited,SEHK:173,173,3.0746,Real Estate,Real Estate—Development,173
311,Zhengye International Holdings Company Limited,SEHK:3363,3363,7.5143,Basic Materials,Paper & Paper Products,3363
312,Computer And Technologies Holdings Limited,SEHK:46,46,13.6864,,,46
313,"Guangdong Join-Share Financing Guarantee Investment Co., Ltd.",SEHK:1543,1543,13.0674,Financial Services,Credit Services,1543
314,Dah Sing Banking Group Limited,SEHK:2356,2356,6.4706,Financial Services,Banks—Regional,2356
315,Tomson Group Limited,SEHK:258,258,36.0002,Real Estate,Real Estate—Diversified,258
316,Playmates Holdings Limited,SEHK:635,635,-77.2935,Consumer Cyclical,Leisure,635
317,China Merchants China Direct Investments Limited,SEHK:133,133,-4.9212,Financial Services,Asset Management,133
318,"Bank of Chongqing Co., Ltd.",SEHK:1963,1963,7.9216,Financial Services,Banks—Regional,1963
319,Hengan International Group Company Limited,SEHK:1044,1044,12.4093,Consumer Defensive,Household & Personal Products,1044
320,Forward Fashion (International) Holdings Company Limited,SEHK:2528,2528,-4.4597,Consumer Cyclical,Apparel Retail,2528
321,Fujikon Industrial Holdings Limited,SEHK:927,927,-1349.8818,Technology,Consumer Electronics,927
322,Maoye International Holdings Limited,SEHK:848,848,46.4441,Consumer Cyclical,Department Stores,848
323,"Zhongguancun Science-Tech Leasing Co., Ltd.",SEHK:1601,1601,6.4888,Financial Services,Credit Services,1601
324,"Qingdao Port International Co., Ltd.",SEHK:6198,6198,10.806,Industrials,Marine Shipping,6198
325,China Water Affairs Group Limited,SEHK:855,855,6.2,Utilities,Utilities—Regulated Water,855
326,CK Hutchison Holdings Limited,SEHK:1,1,6.9009,,Type,1
327,SIIC Environment Holdings Ltd.,SEHK:807,807,3.9386,Industrials,Pollution & Treatment Controls,807
328,Anhui Expressway Company Limited,SEHK:995,995,12.844000000000001,Industrials,Infrastructure Operations,995
329,China Hongqiao Group Limited,SEHK:1378,1378,11.1374,Basic Materials,Aluminum,1378
330,Tan Chong International Limited,SEHK:693,693,101.8831,Consumer Cyclical,Auto & Truck Dealerships,693
331,"Charmacy Pharmaceutical Co., Ltd.",SEHK:2289,2289,13.8978,Healthcare,Medical Distribution,2289
332,China Life Insurance Company Limited,SEHK:2628,2628,17.3193,Financial Services,Insurance—Life,2628
333,Hop Hing Group Holdings Limited,SEHK:47,47,-22.5709,,,47
334,Chevalier International Holdings Limited,SEHK:25,25,7.1576,,Type,25
335,Zhong An Group Limited,SEHK:672,672,3.0279,Real Estate,Real Estate—Diversified,672
336,China Machinery Engineering Corporation,SEHK:1829,1829,6.6936,Industrials,Engineering & Construction,1829
337,Giordano International Limited,SEHK:709,709,-23.8133,Consumer Cyclical,Apparel Retail,709
338,Huaxi Holdings Company Limited,SEHK:1689,1689,12.2458,Consumer Cyclical,Packaging & Containers,1689
339,Embry Holdings Limited,SEHK:1388,1388,-16.3791,Consumer Cyclical,Apparel Manufacturing,1388
340,"CGN Power Co., Ltd.",SEHK:1816,1816,13.2313,Utilities,Utilities—Independent Power Producers,1816
341,"Quanzhou Huixin Micro-Credit Co., Ltd.",SEHK:1577,1577,21.8754,Financial Services,Credit Services,1577
342,Hebei Construction Group Corporation Limited,SEHK:1727,1727,10.712,Industrials,Engineering & Construction,1727
343,TCL Electronics Holdings Limited,SEHK:1070,1070,8.8052,Technology,Consumer Electronics,1070
344,Build King Holdings Limited,SEHK:240,240,3.6001,Industrials,Engineering & Construction,240
345,"Bank of Qingdao Co., Ltd.",SEHK:3866,3866,12.0418,Financial Services,Banks—Regional,3866
346,BMO ETF - BMO Hong Kong Banks ETF,SEHK:3143,3143,,,,3143
347,Tianjin Development Holdings Limited,SEHK:882,882,7.9898,Utilities,Utilities—Diversified,882
348,Shirble Department Store Holdings (China) Limited,SEHK:312,312,6.3466,Consumer Cyclical,Department Stores,312
349,Changhong Jiahua Holdings Limited,SEHK:3991,3991,7.9393,Technology,Electronics & Computer Distribution,3991
350,Health and Happiness (H&H) International Holdings Limited,SEHK:1112,1112,16.3085,Consumer Defensive,Packaged Foods,1112
351,China Telecom Corporation Limited,SEHK:728,728,8.3107,Communication Services,Telecom Services,728
352,Suga International Holdings Limited,SEHK:912,912,16.4398,Technology,Consumer Electronics,912
353,CIFI Holdings (Group) Co. Ltd.,SEHK:884,884,7.5012,Real Estate,Real Estate—Development,884
354,China Everbright Greentech Limited,SEHK:1257,1257,4.2069,Industrials,Pollution & Treatment Controls,1257
355,"Jujiang Construction Group Co., Ltd.",SEHK:1459,1459,3.0146,Industrials,Engineering & Construction,1459
356,Sino Land Company Limited,SEHK:83,83,53.6468,,,83
357,Astrum Financial Holdings Limited,SEHK:8333,8333,-87.5753,Financial Services,Capital Markets,8333
358,Tsit Wing International Holdings Limited,SEHK:2119,2119,9.1556,Consumer Defensive,Beverages—Non-Alcoholic,2119
359,Star Properties Group (Cayman Islands) Limited,SEHK:1560,1560,0.8303,Real Estate,Real Estate—Development,1560
360,Winox Holdings Limited,SEHK:6838,6838,7.1492,Consumer Cyclical,Luxury Goods,6838
361,China Communications Services Corporation Limited,SEHK:552,552,7.252000000000001,Communication Services,Telecom Services,552
362,BII Railway Transportation Technology Holdings Company Limited,SEHK:1522,1522,19.1356,Technology,Information Technology Services,1522
363,Henderson Investment Limited,SEHK:97,97,14.8942,,,97
364,Pak Fah Yeow International Limited,SEHK:239,239,-17.7422,Healthcare,Drug Manufacturers—Specialty & Generic,239
365,Sinotrans Limited,SEHK:598,598,10.6004,Industrials,Integrated Freight & Logistics,598
366,Tai Cheung Holdings Limited,SEHK:88,88,73.9059,,,88
367,"Zhongyuan Bank Co., Ltd.",SEHK:1216,1216,7.4262,Financial Services,Banks—Regional,1216
368,Dali Foods Group Company Limited,SEHK:3799,3799,14.7697,Consumer Defensive,Packaged Foods,3799
369,EcoGreen International Group Limited,SEHK:2341,2341,4.228,Basic Materials,Chemicals,2341
370,Virscend Education Company Limited,SEHK:1565,1565,10.7428,Consumer Defensive,Education & Training Services,1565
371,Redsun Properties Group Limited,SEHK:1996,1996,5.4283,Real Estate,Real Estate—Development,1996
372,SH Group (Holdings) Limited,SEHK:1637,1637,4.9133,Industrials,Engineering & Construction,1637
373,WH Group Limited,SEHK:288,288,10.892999999999999,Consumer Defensive,Packaged Foods,288
374,"Haitong Securities Co., Ltd.",SEHK:6837,6837,13.0978,Financial Services,Capital Markets,6837
375,"Fantasia Holdings Group Co., Limited",SEHK:1777,1777,6.7003,Real Estate,Real Estate—Diversified,1777
376,China Evergrande Group,SEHK:3333,3333,19.5349,Real Estate,Real Estate—Development,3333
377,UTS Marketing Solutions Holdings Limited,SEHK:6113,6113,15.0989,Communication Services,Advertising Agencies,6113
378,China Railway Group Limited,SEHK:390,390,5.4124,Industrials,Engineering & Construction,390
379,China Railway Construction Corporation Limited,SEHK:1186,1186,5.3011,Industrials,Engineering & Construction,1186
380,"Taizhou Water Group Co., Ltd.",SEHK:1542,1542,7.1949,Utilities,Utilities—Regulated Water,1542
381,Concord New Energy Group Limited,SEHK:182,182,6.6818,Utilities,Utilities—Renewable,182
382,Hysan Development Company Limited,SEHK:14,14,-61.2649,,,14
383,Genertec Universal Medical Group Company Limited,SEHK:2666,2666,6.3557,Financial Services,Credit Services,2666
384,Dawnrays Pharmaceutical (Holdings) Limited,SEHK:2348,2348,7.0051,Healthcare,Drug Manufacturers—Specialty & Generic,2348
385,Jiu Zun Digital Interactive Entertainment Group Holdings Limited,SEHK:1961,1961,9.7315,Communication Services,Electronic Gaming & Multimedia,1961
386,Datronix Holdings Limited,SEHK:889,889,83.0655,Technology,Electronic Components,889
387,Livzon Pharmaceutical Group Inc.,SEHK:1513,1513,18.1434,Healthcare,Drug Manufacturers—Specialty & Generic,1513
388,Multifield International Holdings Limited,SEHK:898,898,3.6852,Real Estate,Real Estate Services,898
389,Fairwood Holdings Limited,SEHK:52,52,35.7105,,Type,52
390,Manulife Financial Corporation,SEHK:945,945,8.7695,Financial Services,Insurance—Life,945
391,Towngas China Company Limited,SEHK:1083,1083,8.9574,Utilities,Utilities—Regulated Gas,1083
392,Wing On Company International Limited,SEHK:289,289,-34.7279,Consumer Cyclical,Department Stores,289
393,Emperor International Holdings Limited,SEHK:163,163,-1.0277,Real Estate,Real Estate—Development,163
394,Anhui Conch Cement Company Limited,SEHK:914,914,7.9431,Basic Materials,Building Materials,914
395,CRRC Corporation Limited,SEHK:1766,1766,21.9552,Industrials,Railroads,1766
396,Guangshen Railway Company Limited,SEHK:525,525,-11.4978,Industrials,Railroads,525
397,"Changsha Broad Homes Industrial Group Co., Ltd.",SEHK:2163,2163,11.7295,Industrials,Engineering & Construction,2163
398,Get Nice Holdings Limited,SEHK:64,64,20.2032,,,64
399,Tian An China Investments Company Limited,SEHK:28,28,10.0957,,Type,28
400,China Energy Engineering Corporation Limited,SEHK:3996,3996,5.1625,Industrials,Engineering & Construction,3996
401,Beijing Enterprises Holdings Limited,SEHK:392,392,5.0005,Industrials,Conglomerates,392
402,AMS Public Transport Holdings Limited,SEHK:77,77,-7.7353,,,77
403,Shanghai Jin Jiang Capital Company Limited,SEHK:2006,2006,-112.4358,Consumer Cyclical,Lodging,2006
404,Hingtex Holdings Limited,SEHK:1968,1968,-3.4826,Consumer Cyclical,Textile Manufacturing,1968
405,"AEON Stores (Hong Kong) Co., Limited",SEHK:984,984,-5.309,Consumer Cyclical,Department Stores,984
406,Guangdong Investment Limited,SEHK:270,270,18.6519,Utilities,Utilities—Regulated Water,270
407,Huajin International Holdings Limited,SEHK:2738,2738,-194.1496,Basic Materials,Steel,2738
408,Lotus Horizon Holdings Limited,SEHK:6063,6063,9.9106,Industrials,Engineering & Construction,6063
409,"Luzhou Bank Co., Ltd.",SEHK:1983,1983,10.4337,Financial Services,Banks—Regional,1983
410,China Coal Energy Company Limited,SEHK:1898,1898,13.9948,Energy,Thermal Coal,1898
411,CK Asset Holdings Limited,SEHK:1113,1113,8.2696,Real Estate,Real Estate—Development,1113
412,Hang Lung Group Limited,SEHK:10,10,-17.7161,,Type,10
413,Zensun Enterprises Limited,SEHK:185,185,5.8584,Real Estate,Real Estate—Development,185
414,Vedan International (Holdings) Limited,SEHK:2317,2317,15.8388,Consumer Defensive,Packaged Foods,2317
415,HK Electric Investments and HK Electric Investments Limited,SEHK:2638,2638,27.5745,Utilities,Utilities—Regulated Electric,2638
416,"Ping An Insurance (Group) Company of China, Ltd.",SEHK:2318,2318,10.5117,Financial Services,Insurance—Life,2318
417,ITC Properties Group Limited,SEHK:199,199,-1.5313,Consumer Cyclical,Lodging,199
418,Tak Lee Machinery Holdings Limited,SEHK:2102,2102,4.9722,Industrials,Farm & Heavy Construction Machinery,2102
419,Clifford Modern Living Holdings Limited,SEHK:3686,3686,5.4464,Consumer Defensive,Grocery Stores,3686
420,CLP Holdings Limited,SEHK:2,2,16.8158,,Type,2
421,Tingyi (Cayman Islands) Holding Corp.,SEHK:322,322,17.7563,Consumer Defensive,Packaged Foods,322
422,High Fashion International Limited,SEHK:608,608,16.3172,Consumer Cyclical,Apparel Manufacturing,608
423,Sun Hung Kai Properties Limited,SEHK:16,16,15.4,,,16
424,Swire Pacific Limited,SEHK:19,19,-11.9859,,,19
425,Crystal International Group Limited,SEHK:2232,2232,8.6571,Consumer Cyclical,Apparel Manufacturing,2232
426,CHTC Fong's International Company Limited,SEHK:641,641,2.9743,Industrials,Specialty Industrial Machinery,641
427,Sunac China Holdings Limited,SEHK:1918,1918,4.8123,Real Estate,Real Estate—Development,1918
428,Shenzhen Investment Limited,SEHK:604,604,6.1919,Real Estate,Real Estate—Development,604
429,CIMC Enric Holdings Limited,SEHK:3899,3899,10.8922,Energy,Oil & Gas Equipment & Services,3899
430,UMP Healthcare Holdings Limited,SEHK:722,722,11.9721,Healthcare,Medical Care Facilities,722
431,Sitoy Group Holdings Limited,SEHK:1023,1023,-3.4318,Consumer Cyclical,Footwear & Accessories,1023
432,CCID Consulting Company Limited,SEHK:8235,8235,5.3716,Technology,Information Technology Services,8235
433,Fufeng Group Limited,SEHK:546,546,8.2374,Basic Materials,Specialty Chemicals,546
434,FriendTimes Inc.,SEHK:6820,6820,10.5463,Communication Services,Electronic Gaming & Multimedia,6820
435,Hopefluent Group Holdings Limited,SEHK:733,733,7.2449,Real Estate,Real Estate Services,733
436,"Guotai Junan Securities Co., Ltd.",SEHK:2611,2611,12.4411,Financial Services,Capital Markets,2611
437,NagaCorp Ltd.,SEHK:3918,3918,19.3906,Consumer Cyclical,Resorts & Casinos,3918
438,"Shenwan Hongyuan Group Co., Ltd.",SEHK:6806,6806,15.1882,Financial Services,Capital Markets,6806
439,Cowell e Holdings Inc.,SEHK:1415,1415,11.0779,Technology,Electronic Components,1415
440,Tianjin Port Development Holdings Limited,SEHK:3382,3382,11.9488,Industrials,Marine Shipping,3382
441,Far East Horizon Limited,SEHK:3360,3360,6.9834,Financial Services,Mortgage Finance,3360
442,"Safety Godown Company, Limited",SEHK:237,237,-3.8139,Real Estate,Real Estate Services,237
443,Ju Teng International Holdings Limited,SEHK:3336,3336,5.3203,Technology,Computer Hardware,3336
444,Luks Group (Vietnam Holdings) Company Limited,SEHK:366,366,6.6567,Basic Materials,Building Materials,366
445,Lippo Limited,SEHK:226,226,-1.541,Consumer Defensive,Food Distribution,226
446,"Postal Savings Bank of China Co., Ltd.",SEHK:1658,1658,9.1037,Financial Services,Banks—Regional,1658
447,Guotai Junan International Holdings Limited,SEHK:1788,1788,15.2278,Financial Services,Capital Markets,1788
448,"Miramar Hotel and Investment Company, Limited",SEHK:71,71,14.9397,,Type,71
449,Ping An of China Trust - Ping An of China CSI HK Dividend ETF,SEHK:3070,3070,,,,3070
450,"COSCO SHIPPING Development Co., Ltd.",SEHK:2866,2866,11.7437,Industrials,Marine Shipping,2866
451,Kunlun Energy Company Limited,SEHK:135,135,11.1496,Energy,Oil & Gas Integrated,135
452,Tian Teck Land Limited,SEHK:266,266,-4.1264,Real Estate,Real Estate Services,266
453,Yun Lee Marine Group Holdings Limited,SEHK:2682,2682,11.698,Industrials,Marine Shipping,2682
454,Chinney Alliance Group Limited,SEHK:385,385,6.3433,Industrials,Engineering & Construction,385
