,Name,Full Ticker,Ticker,P/E Ratio,sector,industry,ticker
759,TravelSky Technology Limited,SEHK:696,696,60.1731,Technology,Information Technology Services,696
760,China MeiDong Auto Holdings Limited,SEHK:1268,1268,49.7105,Consumer Cyclical,Auto & Truck Dealerships,1268
761,China Gas Holdings Limited,SEHK:384,384,17.1364,Utilities,Utilities—Regulated Gas,384
762,Poly Culture Group Corporation Limited,SEHK:3636,3636,-2.8009,Communication Services,Entertainment,3636
763,Kingston Financial Group Limited,SEHK:1031,1031,57.1456,Financial Services,Capital Markets,1031
764,Top Spring International Holdings Limited,SEHK:3688,3688,-2.9056,Real Estate,Real Estate—Development,3688
765,Hung Fook Tong Group Holdings Limited,SEHK:1446,1446,12.8846,Consumer Defensive,Beverages—Non-Alcoholic,1446
766,Angang Steel Company Limited,SEHK:347,347,22.0215,Basic Materials,Steel,347
767,DaFa Properties Group Limited,SEHK:6111,6111,13.7212,Real Estate,Real Estate—Development,6111
768,Leoch International Technology Limited,SEHK:842,842,21.9522,Industrials,Electrical Equipment & Parts,842
769,i-Control Holdings Limited,SEHK:1402,1402,50.0637,Technology,Information Technology Services,1402
770,Vanguard ETF Series - Vanguard FTSE Japan Index ETF,SEHK:3126,3126,,,,3126
771,Haitian International Holdings Limited,SEHK:1882,1882,19.0137,Industrials,Specialty Industrial Machinery,1882
772,Vanguard ETF Series - Vanguard FTSE Japan Index ETF,SEHK:9126,9126,,,,9126
773,Vanguard ETF Series - Vanguard FTSE Japan Index ETF,SEHK:83126,83126,,,,83126
774,Value Partners Group Limited,SEHK:806,806,25.8158,Financial Services,Asset Management,806
775,"The Hongkong and Shanghai Hotels, Limited",SEHK:45,45,-13.9263,,,45
776,Prudential plc,SEHK:2378,2378,39.7918,Financial Services,Insurance—Life,2378
777,iShares Asia Trust - iShares FTSE A50 China Index ETF,SEHK:82823,82823,,,,82823
778,iShares Asia Trust - iShares FTSE A50 China Index ETF,SEHK:2823,2823,,,,2823
779,Suchuang Gas Corporation Limited,SEHK:1430,1430,22.5089,Utilities,Utilities—Regulated Gas,1430
780,Tai Hing Group Holdings Limited,SEHK:6811,6811,56.975,Consumer Cyclical,Restaurants,6811
781,Union Medical Healthcare Limited,SEHK:2138,2138,58.4656,Consumer Defensive,Household & Personal Products,2138
782,China Foods Limited,SEHK:506,506,17.0886,Consumer Defensive,Beverages—Non-Alcoholic,506
783,China Grand Pharmaceutical and Healthcare Holdings Limited,SEHK:512,512,16.8554,Healthcare,Drug Manufacturers—Specialty & Generic,512
784,Sinotruk (Hong Kong) Limited,SEHK:3808,3808,15.3065,Industrials,Farm & Heavy Construction Machinery,3808
785,Scholar Education Group,SEHK:1769,1769,47.9623,Consumer Defensive,Education & Training Services,1769
786,Shandong Weigao Group Medical Polymer Company Limited,SEHK:1066,1066,26.9845,Healthcare,Medical Instruments & Supplies,1066
787,"A-Living Smart City Services Co., Ltd.",SEHK:3319,3319,24.9988,Real Estate,Real Estate Services,3319
788,B & S International Holdings Ltd.,SEHK:1705,1705,35.2058,Consumer Defensive,Food Distribution,1705
789,Asia Financial Holdings Limited,SEHK:662,662,28.7448,Financial Services,Insurance—Life,662
790,Shinelong Automotive Lightweight Application Limited,SEHK:1930,1930,6.1733,Consumer Cyclical,Auto Parts,1930
791,Binjiang Service Group Co. Ltd.,SEHK:3316,3316,21.1474,Real Estate,Real Estate Services,3316
792,Hengxin Technology Ltd.,SEHK:1085,1085,10.8037,Technology,Communication Equipment,1085
793,Wharf (Holdings) Limited,SEHK:4,4,-70.597,,Type,4
794,EEKA Fashion Holdings Limited,SEHK:3709,3709,15.0589,Consumer Cyclical,Apparel Manufacturing,3709
795,"Applied Materials, Inc.",SEHK:4336,4336,27.1063,Technology,Semiconductor Equipment & Materials,4336
796,"China Huarong Asset Management Co., Ltd.",SEHK:2799,2799,-34.1837,Financial Services,Asset Management,2799
797,Chuang's Consortium International Limited,SEHK:367,367,-2.6019,Real Estate,Real Estate Services,367
798,SiS International Holdings Limited,SEHK:529,529,-1.0021,Technology,Electronics & Computer Distribution,529
799,Zhengzhou Coal Mining Machinery Group Company Limited,SEHK:564,564,22.3036,Consumer Cyclical,Auto Parts,564
800,Steve Leung Design Group Limited,SEHK:2262,2262,19.893,Industrials,Engineering & Construction,2262
801,CGN Mining Company Limited,SEHK:1164,1164,23.7321,Energy,Uranium,1164
802,"Zhuzhou CRRC Times Electric Co., Ltd.",SEHK:3898,3898,12.5183,Industrials,Railroads,3898
803,China Resources Medical Holdings Company Limited,SEHK:1515,1515,22.6147,Healthcare,Medical Care Facilities,1515
804,ENN Energy Holdings Limited,SEHK:2688,2688,22.1563,Utilities,Utilities—Regulated Gas,2688
805,BMO ETF - BMO MSCI Japan Hedged to USD ETF,SEHK:3160,3160,,,,3160
806,China Tower Corporation Limited,SEHK:788,788,29.7334,Communication Services,Telecom Services,788
807,Amundi FTSE China A50 Index ETF,SEHK:2843,2843,,,,2843
808,Amundi FTSE China A50 Index ETF,SEHK:82843,82843,,,,82843
809,MGM China Holdings Limited,SEHK:2282,2282,-25.7422,Consumer Cyclical,Resorts & Casinos,2282
810,Sany Heavy Equipment International Holdings Company Limited,SEHK:631,631,22.4177,Industrials,Farm & Heavy Construction Machinery,631
811,"Weichai Power Co., Ltd.",SEHK:2338,2338,19.2349,Industrials,Specialty Industrial Machinery,2338
812,BMO ETF - BMO MSCI Europe Quality Hedged to USD ETF,SEHK:3165,3165,,,,3165
813,CSOP ETF Series - CSOP MSCI China A Inclusion Index ETF,SEHK:3149,3149,,,,3149
814,Vanguard ETF Series - Vanguard FTSE Asia Ex Japan Index ETF,SEHK:82805,82805,,,,82805
815,CSOP ETF Series - CSOP MSCI China A Inclusion Index ETF,SEHK:83149,83149,,,,83149
816,Vanguard ETF Series - Vanguard FTSE Asia Ex Japan Index ETF,SEHK:9805,9805,,,,9805
817,Vanguard ETF Series - Vanguard FTSE Asia Ex Japan Index ETF,SEHK:2805,2805,,,,2805
818,Tern Properties Company Limited,SEHK:277,277,-2.7017,Real Estate,Real Estate Services,277
819,Asia Tele-Net and Technology Corporation Limited,SEHK:679,679,1.1435,Industrials,Specialty Industrial Machinery,679
820,K W Nelson Interior Design and Contracting Group Limited,SEHK:8411,8411,10.459000000000001,Industrials,Engineering & Construction,8411
821,Edvantage Group Holdings Limited,SEHK:382,382,24.0806,Consumer Defensive,Education & Training Services,382
822,"Bank of Jiujiang Co., Ltd.",SEHK:6190,6190,12.0843,Financial Services,Banks—Regional,6190
823,Tiangong International Company Limited,SEHK:826,826,21.8528,Basic Materials,Steel,826
824,Vanguard FTSE Developed Europe All Cap Index ETF,SEHK:3101,3101,,,,3101
825,"COSCO SHIPPING Energy Transportation Co., Ltd.",SEHK:1138,1138,8.2896,Industrials,Marine Shipping,1138
826,Vanguard ETF Series - Vanguard FTSE Developed Europe Index ETF,SEHK:9101,9101,,,,9101
827,Vanguard ETF Series - Vanguard FTSE Developed Europe Index ETF,SEHK:83101,83101,,,,83101
828,Pine Care Group Limited,SEHK:1989,1989,57.9167,Healthcare,Medical Care Facilities,1989
829,AIA Group Limited,SEHK:1299,1299,27.697,Financial Services,Insurance—Life,1299
830,The United Laboratories International Holdings Limited,SEHK:3933,3933,15.7479,Healthcare,Drug Manufacturers—General,3933
831,"Holly Futures Co., Ltd.",SEHK:3678,3678,21.1309,Financial Services,Capital Markets,3678
832,EFT Solutions Holdings Limited,SEHK:8062,8062,15.6032,Technology,Software—Infrastructure,8062
833,Redco Properties Group Limited,SEHK:1622,1622,6.9936,Real Estate,Real Estate—Development,1622
834,Galaxy Entertainment Group Limited,SEHK:27,27,91.7587,,,27
835,Upbest Group Limited,SEHK:335,335,48.2607,Financial Services,Capital Markets,335
836,Pizu Group Holdings Limited,SEHK:8053,8053,8.9124,Basic Materials,Specialty Chemicals,8053
837,EVA Precision Industrial Holdings Limited,SEHK:838,838,-26.2663,Industrials,Metal Fabrication,838
838,Man Wah Holdings Limited,SEHK:1999,1999,39.8779,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1999
839,E Fund ETFs Trust - E Fund CSI 100 A-Share Index ETF,SEHK:83100,83100,,,,83100
840,E Fund ETFs Trust - E Fund CSI 100 A-Share Index ETF,SEHK:3100,3100,,,,3100
841,"Shanghai Haohai Biological Technology Co., Ltd.",SEHK:6826,6826,87.0292,Healthcare,Biotechnology,6826
842,iShares Asia Trust - iShares Core MSCI China Index ETF,SEHK:2801,2801,,,,2801
843,China East Education Holdings Limited,SEHK:667,667,41.7121,Consumer Defensive,Education & Training Services,667
844,Yusei Holdings Limited,SEHK:96,96,30.5582,,,96
845,Top Education Group Ltd,SEHK:1752,1752,22.4921,Consumer Defensive,Education & Training Services,1752
846,China Huirong Financial Holdings Limited,SEHK:1290,1290,48.0099,Financial Services,Mortgage Finance,1290
847,Xtrackers - CSI300 Swap UCITS ETF,SEHK:3049,3049,,,,3049
848,Vanguard ETF Series - Vanguard Total China Index ETF,SEHK:83169,83169,,,,83169
849,Vanguard ETF Series - Vanguard Total China Index ETF,SEHK:9169,9169,,,,9169
850,Zhou Hei Ya International Holdings Company Limited,SEHK:1458,1458,121.74799999999999,Consumer Defensive,Packaged Foods,1458
851,Grand Ming Group Holdings Limited,SEHK:1271,1271,166.7688,Industrials,Engineering & Construction,1271
852,Shenzhou International Group Holdings Limited,SEHK:2313,2313,39.0233,Consumer Cyclical,Textile Manufacturing,2313
853,KangLi International Holdings Limited,SEHK:6890,6890,15.9512,Basic Materials,Steel,6890
854,Vanguard ETF Series - Vanguard Total China Index ETF,SEHK:3169,3169,,,,3169
855,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd.",SEHK:2196,2196,29.1774,Healthcare,Drug Manufacturers—Specialty & Generic,2196
856,iShares Asia Trust - iShares Core CSI 300 Index ETF,SEHK:9846,9846,,,,9846
857,United Strength Power Holdings Limited,SEHK:2337,2337,111.0754,Energy,Oil & Gas Refining & Marketing,2337
858,Lee's Pharmaceutical Holdings Limited,SEHK:950,950,20.7514,Healthcare,Drug Manufacturers—Specialty & Generic,950
859,iShares Asia Trust - iShares Core CSI 300 Index ETF,SEHK:82846,82846,,,,82846
860,iShares Asia Trust - iShares Core CSI 300 Index ETF,SEHK:2846,2846,,,,2846
861,Gemilang International Limited,SEHK:6163,6163,70.7422,Consumer Cyclical,Auto Parts,6163
862,"CK Life Sciences Int'l., (Holdings) Inc.",SEHK:775,775,87.3529,Healthcare,Biotechnology,775
863,C C Land Holdings Limited,SEHK:1224,1224,21.686,Real Estate,Real Estate—Development,1224
864,"China International Marine Containers (Group) Co., Ltd.",SEHK:2039,2039,31.0767,Industrials,Metal Fabrication,2039
865,ZTE Corporation,SEHK:763,763,31.1707,Technology,Communication Equipment,763
866,Pentamaster International Limited,SEHK:1665,1665,14.0631,Industrials,Specialty Industrial Machinery,1665
867,iShares Asia Trust - iShares Core KOSPI 200 Index ETF,SEHK:9170,9170,,,,9170
868,iShares Asia Trust - iShares Core KOSPI 200 Index ETF,SEHK:3170,3170,,,,3170
869,iShares Asia Trust - iShares Core KOSPI 200 Index ETF,SEHK:83170,83170,,,,83170
870,Zhongyu Gas Holdings Limited,SEHK:3633,3633,41.8037,Utilities,Utilities—Regulated Gas,3633
871,iShares Asia Trust - iShares MSCI Emerging Asia Index ETF,SEHK:2802,2802,,,,2802
872,Pacific Basin Shipping Limited,SEHK:2343,2343,-5.7325,Industrials,Marine Shipping,2343
873,"Xinjiang Goldwind Science & Technology Co., Ltd.",SEHK:2208,2208,23.8262,Industrials,Specialty Industrial Machinery,2208
874,Xinyi Solar Holdings Limited,SEHK:968,968,53.0358,Technology,Solar,968
875,iShares Asia Trust - iShares Core MSCI AC Asia ex Japan Index ETF,SEHK:83010,83010,,,,83010
876,iShares Asia Trust - iShares Core MSCI AC Asia ex Japan Index ETF,SEHK:3010,3010,,,,3010
877,iShares Asia Trust - iShares Core MSCI AC Asia ex Japan Index ETF,SEHK:9010,9010,,,,9010
878,"Lanzhou Zhuangyuan Pasture Co., Ltd.",SEHK:1533,1533,106.8094,Consumer Defensive,Farm Products,1533
879,Fu Shou Yuan International Group Limited,SEHK:1448,1448,28.3995,Consumer Cyclical,Personal Services,1448
880,Geely Automobile Holdings Limited,SEHK:175,175,33.5676,Consumer Cyclical,Auto Manufacturers,175
881,China Longyuan Power Group Corporation Limited,SEHK:916,916,16.7482,Utilities,Utilities—Renewable,916
882,L'Occitane International S.A.,SEHK:973,973,30.9828,Consumer Defensive,Household & Personal Products,973
883,AKM Industrial Company Limited,SEHK:1639,1639,13.8945,Technology,Electronic Components,1639
884,Vitasoy International Holdings Limited,SEHK:345,345,53.2912,Consumer Defensive,Packaged Foods,345
885,Zijin Mining Group Company Limited,SEHK:2899,2899,49.0808,Basic Materials,Gold,2899
886,Qeeka Home (Cayman) Inc.,SEHK:1739,1739,66.6223,Communication Services,Internet Content & Information,1739
887,Altus Holdings Limited,SEHK:8149,8149,-59.9939,Industrials,Conglomerates,8149
888,Greentown Service Group Co. Ltd.,SEHK:2869,2869,34.3701,Real Estate,Real Estate Services,2869
889,Sino Biopharmaceutical Limited,SEHK:1177,1177,58.3048,Healthcare,Biotechnology,1177
890,Zhongsheng Group Holdings Limited,SEHK:881,881,19.8059,Consumer Cyclical,Auto & Truck Dealerships,881
891,China Overseas Property Holdings Limited,SEHK:2669,2669,29.287,Real Estate,Real Estate Services,2669
892,China Feihe Limited,SEHK:6186,6186,31.9338,Consumer Defensive,Packaged Foods,6186
893,Techtronic Industries Company Limited,SEHK:669,669,44.1314,Industrials,Tools & Accessories,669
894,Tsingtao Brewery Company Limited,SEHK:168,168,41.9181,Consumer Defensive,Beverages—Brewers,168
895,Kinergy Corporation Ltd.,SEHK:3302,3302,97.695,Industrials,Specialty Industrial Machinery,3302
896,Southeast Asia Properties & Finance Limited,SEHK:252,252,-4.1588,Consumer Cyclical,Packaging & Containers,252
897,Vanguard ETF Series - Vanguard S&P 500 Index ETF,SEHK:3140,3140,,,,3140
898,Symphony Holdings Limited,SEHK:1223,1223,-19.8173,Consumer Cyclical,Apparel Retail,1223
899,Vanguard ETF Series - Vanguard S&P 500 Index ETF,SEHK:83140,83140,,,,83140
900,"Xinji Shaxi Group Co., Ltd",SEHK:3603,3603,28.0051,Real Estate,Real Estate Services,3603
901,Vanguard ETF Series - Vanguard S&P 500 Index ETF,SEHK:9140,9140,,,,9140
902,COFCO Joycome Foods Limited,SEHK:1610,1610,4.9286,Consumer Defensive,Packaged Foods,1610
903,China Tobacco International (HK) Company Limited,SEHK:6055,6055,49.9188,Consumer Defensive,Tobacco,6055
904,CSOP ETF Series - CSOP S&P New China Sectors ETF,SEHK:9167,9167,,,,9167
905,CSOP ETF Series - CSOP S&P New China Sectors ETF,SEHK:83167,83167,,,,83167
906,CSOP ETF Series - CSOP S&P New China Sectors ETF,SEHK:3167,3167,,,,3167
907,"S-Enjoy Service Group Co., Limited",SEHK:1755,1755,38.4396,Real Estate,Real Estate Services,1755
908,Wison Engineering Services Co. Ltd.,SEHK:2236,2236,36.4401,Industrials,Engineering & Construction,2236
909,Tianda Pharmaceuticals Limited,SEHK:455,455,-23.4858,Healthcare,Drug Manufacturers—Specialty & Generic,455
910,Sihuan Pharmaceutical Holdings Group Ltd.,SEHK:460,460,-33.0954,Healthcare,Drug Manufacturers—Specialty & Generic,460
911,Sheng Ye Capital Limited,SEHK:6069,6069,14.0926,Financial Services,Credit Services,6069
912,"Yincheng Life Service CO., Ltd.",SEHK:1922,1922,22.5474,Real Estate,Real Estate Services,1922
913,"Yum China Holdings, Inc.",SEHK:9987,9987,31.5949,Consumer Cyclical,Restaurants,9987
914,Comba Telecom Systems Holdings Limited,SEHK:2342,2342,52.6597,Technology,Communication Equipment,2342
915,"China Molybdenum Co., Ltd.",SEHK:3993,3993,67.9461,Basic Materials,Other Industrial Metals & Mining,3993
916,Powerlong Commercial Management Holdings Limited,SEHK:9909,9909,55.5618,Real Estate,Real Estate Services,9909
917,Yongsheng Advanced Materials Company Limited,SEHK:3608,3608,23.8976,Consumer Cyclical,Textile Manufacturing,3608
918,Orient Overseas (International) Limited,SEHK:316,316,45.4118,Industrials,Marine Shipping,316
919,Air China Limited,SEHK:753,753,-10.3543,Industrials,Airlines,753
920,ABF Hong Kong Bond Index Fund,SEHK:2819,2819,,,,2819
921,MECOM Power and Construction Limited,SEHK:1183,1183,140.5842,Industrials,Engineering & Construction,1183
922,Chen Lin Education Group Holdings Limited,SEHK:1593,1593,35.2986,Consumer Defensive,Education & Training Services,1593
923,Johnson Electric Holdings Limited,SEHK:179,179,-4.7859,Consumer Cyclical,Auto Parts,179
924,Overseas Chinese Town (Asia) Holdings Limited,SEHK:3366,3366,-16.4096,Real Estate,Real Estate—Development,3366
925,"Shandong Gold Mining Co., Ltd.",SEHK:1787,1787,43.1463,Basic Materials,Gold,1787
926,ChinaAMC ETF Series - ChinaAMC CSI 300 Index ETF,SEHK:83188,83188,,,,83188
927,Wealthy Way Group Limited,SEHK:3848,3848,24.8373,Financial Services,Credit Services,3848
928,ChinaAMC ETF Series - ChinaAMC CSI 300 Index ETF,SEHK:3188,3188,,,,3188
929,Q Technology (Group) Company Limited,SEHK:1478,1478,20.3268,Technology,Electronic Components,1478
930,"Yincheng International Holding Co., Ltd.",SEHK:1902,1902,15.1256,Consumer Cyclical,Residential Construction,1902
931,AK Medical Holdings Limited,SEHK:1789,1789,34.7554,Healthcare,Medical Devices,1789
932,S E A Holdings Limited,SEHK:251,251,37.2898,Real Estate,Real Estate—Diversified,251
933,Vincent Medical Holdings Limited,SEHK:1612,1612,12.4027,Healthcare,Medical Devices,1612
934,CEC International Holdings Limited,SEHK:759,759,26.0231,Consumer Defensive,Grocery Stores,759
935,"Poly Property Services Co., Ltd.",SEHK:6049,6049,40.7074,Real Estate,Real Estate Services,6049
936,Everbright Securities Company Limited,SEHK:6178,6178,27.2892,Financial Services,Capital Markets,6178
937,Haitong ETF Series - Haitong CSI300 Index ETF,SEHK:2811,2811,,,,2811
938,Café de Coral Holdings Limited,SEHK:341,341,121.0454,Consumer Cyclical,Restaurants,341
939,ISDN Holdings Limited,SEHK:1656,1656,17.3852,Industrials,Engineering & Construction,1656
940,AviChina Industry & Technology Company Limited,SEHK:2357,2357,23.0955,Industrials,Aerospace & Defense,2357
941,Jiangxi Copper Company Limited,SEHK:358,358,42.802,Basic Materials,Copper,358
942,Intron Technology Holdings Limited,SEHK:1760,1760,55.2941,Consumer Cyclical,Auto Parts,1760
943,Haitong ETF Series - Haitong CSI300 Index ETF,SEHK:82811,82811,,,,82811
944,Y. T. Realty Group Limited,SEHK:75,75,228.8143,,,75
945,Riverine China Holdings Limited,SEHK:1417,1417,30.685,Real Estate,Real Estate Services,1417
946,Zhaojin Mining Industry Company Limited,SEHK:1818,1818,20.6544,Basic Materials,Gold,1818
947,Melco International Development Limited,SEHK:200,200,-7.1988,Consumer Cyclical,Resorts & Casinos,200
948,China Isotope & Radiation Corporation,SEHK:1763,1763,28.4026,Healthcare,Diagnostics & Research,1763
949,Times Neighborhood Holdings Limited,SEHK:9928,9928,39.6392,Real Estate,Real Estate Services,9928
950,Chinese Estates Holdings Limited,SEHK:127,127,10.775,Real Estate,Real Estate—Development,127
951,Viva Biotech Holdings,SEHK:1873,1873,-34.2241,Healthcare,Biotechnology,1873
952,"Shanghai Kindly Medical Instruments Co., Ltd.",SEHK:1501,1501,45.9882,Healthcare,Medical Instruments & Supplies,1501
953,China Mengniu Dairy Company Limited,SEHK:2319,2319,42.9083,Consumer Defensive,Packaged Foods,2319
954,"Fast Retailing Co., Ltd.",SEHK:6288,6288,124.5216,Consumer Cyclical,Apparel Retail,6288
955,ANTA Sports Products Limited,SEHK:2020,2020,57.4716,Consumer Cyclical,Leisure,2020
956,"Xiabuxiabu Catering Management (China) Holdings Co., Ltd.",SEHK:520,520,-138.3533,Consumer Cyclical,Restaurants,520
957,Sunny Optical Technology (Group) Company Limited,SEHK:2382,2382,40.7558,Technology,Electronic Components,2382
958,Li Ning Company Limited,SEHK:2331,2331,65.069,Consumer Cyclical,Leisure,2331
959,Nanjing Panda Electronics Company Limited,SEHK:553,553,189.54,Technology,Communication Equipment,553
960,Premia ETF Series - US Treasury Floating Rate ETF,SEHK:9077,9077,,,,9077
961,Premia ETF Series - US Treasury Floating Rate ETF,SEHK:3077,3077,,,,3077
962,Jinxin Fertility Group Limited,SEHK:1951,1951,101.2142,Healthcare,Medical Care Facilities,1951
963,Ishares Msci Emerging Markets Index Etf,SEHK:9022,9022,,,,9022
964,Ishares Msci Emerging Markets Index Etf,SEHK:3022,3022,,,,3022
965,"Flat Glass Group Co., Ltd.",SEHK:6865,6865,66.9065,Industrials,Building Products & Equipment,6865
966,Huazhong In-Vehicle Holdings Company Limited,SEHK:6830,6830,36.5875,Consumer Cyclical,Auto Parts,6830
967,"Hope Education Group Co., Ltd.",SEHK:1765,1765,89.9467,Consumer Defensive,Education & Training Services,1765
968,C-MER Eye Care Holdings Limited,SEHK:3309,3309,-507.9555,Healthcare,Medical Care Facilities,3309
969,"Xinte Energy Co., Ltd.",SEHK:1799,1799,125.6852,Technology,Solar,1799
970,L.K. Technology Holdings Limited,SEHK:558,558,104.7464,Industrials,Specialty Industrial Machinery,558
971,China Resources Beer (Holdings) Company Limited,SEHK:291,291,109.7941,Consumer Defensive,Beverages—Brewers,291
972,"Ganfeng Lithium Co., Ltd.",SEHK:1772,1772,394.3715,Basic Materials,Chemicals,1772
973,Chinasoft International Limited,SEHK:354,354,24.2052,Technology,Information Technology Services,354
974,China Aluminum International Engineering Corporation Limited,SEHK:2068,2068,-55.2037,Industrials,Engineering & Construction,2068
975,Country Garden Services Holdings Company Limited,SEHK:6098,6098,73.3397,Real Estate,Real Estate Services,6098
976,BOE Varitronix Limited,SEHK:710,710,115.0347,Technology,Electronic Components,710
977,Ever Sunshine Lifestyle Services Group Limited,SEHK:1995,1995,87.2153,Real Estate,Real Estate Services,1995
978,Fusen Pharmaceutical Company Limited,SEHK:1652,1652,38.4279,Healthcare,Drug Manufacturers—Specialty & Generic,1652
979,AAC Technologies Holdings Inc.,SEHK:2018,2018,28.0218,Technology,Communication Equipment,2018
980,"WuXi AppTec Co., Ltd.",SEHK:2359,2359,145.9111,Healthcare,Diagnostics & Research,2359
981,Haidilao International Holding Ltd.,SEHK:6862,6862,597.2571,Consumer Cyclical,Restaurants,6862
982,Yihai International Holding Ltd.,SEHK:1579,1579,102.9736,Consumer Defensive,Packaged Foods,1579
983,BMO ETF - BMO Nasdaq 100 ETF,SEHK:3086,3086,,,,3086
984,BMO ETF - BMO Nasdaq 100 ETF,SEHK:9086,9086,,,,9086
985,YTO Express (International) Holdings Limited,SEHK:6123,6123,19.6572,Industrials,Integrated Freight & Logistics,6123
986,BYD Electronic (International) Company Limited,SEHK:285,285,23.8536,Technology,Communication Equipment,285
987,Tencent Holdings Limited,SEHK:700,700,44.8891,Communication Services,Internet Content & Information,700
988,Kingsoft Corporation Limited,SEHK:3888,3888,634.874,Communication Services,Electronic Gaming & Multimedia,3888
989,Perennial Energy Holdings Limited,SEHK:2798,2798,80.934,Basic Materials,Coking Coal,2798
990,Wuling Motors Holdings Limited,SEHK:305,305,-17.8638,Consumer Cyclical,Auto Parts,305
991,"Pharmaron Beijing Co., Ltd.",SEHK:3759,3759,100.0363,Healthcare,Biotechnology,3759
992,MicroPort Scientific Corporation,SEHK:853,853,-130.9206,Healthcare,Medical Devices,853
993,Dynamic Holdings Limited,SEHK:29,29,-46.6726,,,29
994,Jinchuan Group International Resources Co. Ltd,SEHK:2362,2362,-93.7878,Basic Materials,Copper,2362
995,BYD Company Limited,SEHK:1211,1211,150.4665,Consumer Cyclical,Auto Manufacturers,1211
996,Clear Media Limited,SEHK:100,100,-8.4299,Communication Services,Advertising Agencies,100
997,Beijing Media Corporation Limited,SEHK:1000,1000,-0.9275,Basic Materials,Specialty Chemicals,1000
998,Hong Kong Shanghai Alliance Holdings Limited,SEHK:1001,1001,-1.6880000000000002,Industrials,Industrial Distribution,1001
999,V.S. International Group Limited,SEHK:1002,1002,-9.1134,Technology,Electronic Components,1002
1000,Huanxi Media Group Limited,SEHK:1003,1003,-44.2571,Communication Services,Entertainment,1003
1001,China Smarter Energy Group Holdings Limited,SEHK:1004,1004,-5.3546,Financial Services,Capital Markets,1004
1002,Brilliant Circle Holdings International Limited,SEHK:1008,1008,3.5165,Consumer Cyclical,Packaging & Containers,1008
1003,International Entertainment Corporation,SEHK:1009,1009,-1.939,Real Estate,Real Estate Services,1009
1004,PacRay International Holdings Limited,SEHK:1010,1010,-36.593,Technology,Semiconductors,1010
1005,China NT Pharma Group Company Limited,SEHK:1011,1011,-0.3783,Healthcare,Drug Manufacturers—Specialty & Generic,1011
1006,Wai Chun Group Holdings Limited,SEHK:1013,1013,-7.7287,Technology,Electronics & Computer Distribution,1013
1007,Summit Ascent Holdings Limited,SEHK:102,102,-520.9216,Consumer Cyclical,Resorts & Casinos,102
1008,Cybernaut International Holdings Company Limited,SEHK:1020,1020,-1.8398,Consumer Cyclical,Internet Retail,1020
1009,Feiyu Technology International Company Ltd.,SEHK:1022,1022,-7.3366,Communication Services,Electronic Gaming & Multimedia,1022
1010,Kuaishou Technology,SEHK:1024,1024,-9.2637,Communication Services,Broadcasting,1024
1011,KNT Holdings Limited,SEHK:1025,1025,-1.9294,Consumer Cyclical,Apparel Manufacturing,1025
1012,Universal Technologies Holdings Limited,SEHK:1026,1026,-13.3643,Utilities,Utilities—Regulated Water,1026
1013,China Jicheng Holdings Limited,SEHK:1027,1027,-12.1989,Consumer Cyclical,Footwear & Accessories,1027
1014,C.banner International Holdings Limited,SEHK:1028,1028,-1.3456,Consumer Cyclical,Footwear & Accessories,1028
1015,IRC Limited,SEHK:1029,1029,-31.0038,Basic Materials,Other Industrial Metals & Mining,1029
1016,Shougang Concord Century Holdings Limited,SEHK:103,103,5.0898,Basic Materials,Steel,103
1017,Sinopec Oilfield Service Corporation,SEHK:1033,1033,74.2221,Energy,Oil & Gas Drilling,1033
1018,Fullwealth Construction Holdings Company Limited,SEHK:1034,1034,-60.4069,Industrials,Engineering & Construction,1034
1019,Vanke Overseas Investment Holding Company Limited,SEHK:1036,1036,9.1694,Real Estate,Real Estate Services,1036
1020,Maxnerva Technology Services Limited,SEHK:1037,1037,23.5803,Technology,Information Technology Services,1037
1021,Changyou Alliance Group Limited,SEHK:1039,1039,-14.2822,Consumer Cyclical,Internet Retail,1039
1022,Asia Commercial Holdings Limited,SEHK:104,104,-1.7598,Consumer Cyclical,Specialty Retail,104
1023,Lamtex Holdings Limited,SEHK:1041,1041,,Industrials,Conglomerates,1041
1024,Coslight Technology International Group Limited,SEHK:1043,1043,,Industrials,Electrical Equipment & Parts,1043
1025,Universe Entertainment and Culture Group Company Limited,SEHK:1046,1046,-18.875999999999998,Communication Services,Entertainment,1046
1026,Ngai Hing Hong Company Limited,SEHK:1047,1047,-29.1223,Basic Materials,Specialty Chemicals,1047
1027,Celestial Asia Securities Holdings Limited,SEHK:1049,1049,-1.8779,Consumer Cyclical,Department Stores,1049
1028,G-Resources Group Limited,SEHK:1051,1051,4.1896,Financial Services,Asset Management,1051
1029,Chongqing Iron & Steel Company Limited,SEHK:1053,1053,22.9357,Basic Materials,Steel,1053
1030,China Southern Airlines Company Limited,SEHK:1055,1055,-9.9386,Industrials,Airlines,1055
1031,Zhejiang Shibao Company Limited,SEHK:1057,1057,-33.3504,Consumer Cyclical,Auto Parts,1057
1032,Guangdong Tannery Limited,SEHK:1058,1058,-5.0734,Consumer Cyclical,Footwear & Accessories,1058
1033,Kantone Holdings Limited,SEHK:1059,1059,18.4833,Technology,Information Technology Services,1059
